Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge
Male,58,No,0,0,17,,Yes,21.14,Yes,Yes,Fiber Optic,5.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.65
Female,24,Yes,0,1,48,Offer B,Yes,6.36,Yes,Yes,Fiber Optic,47.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103.25
Female,32,Yes,2,1,10,Offer D,Yes,42.0,No,Yes,DSL,14.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,65.9
Male,53,Yes,3,1,22,Offer D,Yes,11.39,Yes,Yes,Fiber Optic,56.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.75
Female,36,Yes,3,10,44,Offer B,Yes,43.7,No,Yes,DSL,75.0,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.25
Female,25,No,0,0,63,,Yes,16.57,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.6
Female,38,Yes,0,1,5,Offer E,Yes,1.12,No,Yes,Fiber Optic,22.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75
Female,44,No,0,0,2,Offer E,Yes,29.28,No,Yes,Cable,4.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.2
Female,31,No,0,0,1,Offer E,No,0.0,No,Yes,DSL,8.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7
Female,28,No,0,0,29,,Yes,21.19,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.35
Male,47,Yes,0,1,70,,No,0.0,No,Yes,DSL,18.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.15
Male,25,No,0,0,4,,Yes,11.5,No,Yes,Fiber Optic,41.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.9
Female,44,No,0,0,32,,Yes,40.26,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.05
Female,19,Yes,3,5,36,,No,0.0,No,Yes,Cable,71.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.65
Male,56,Yes,0,1,13,Offer D,Yes,14.32,Yes,Yes,DSL,4.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.85
Female,29,No,0,0,71,,Yes,41.92,Yes,Yes,Fiber Optic,53.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.25
Male,69,No,0,0,51,,Yes,4.14,No,Yes,Fiber Optic,21.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.0
Male,44,Yes,1,1,34,Offer C,Yes,44.54,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8
Female,42,No,0,0,62,Offer B,Yes,32.29,Yes,Yes,Fiber Optic,26.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.0
Female,70,No,0,0,16,Offer D,Yes,9.72,Yes,Yes,DSL,29.0,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54.1
Male,66,No,0,0,8,,Yes,5.02,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25
Female,22,Yes,1,10,52,,Yes,2.44,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1
Female,36,Yes,1,6,35,,No,0.0,No,Yes,DSL,30.0,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,40.9
Male,73,Yes,0,10,54,,Yes,35.16,Yes,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.0
Male,60,No,0,0,59,,Yes,16.8,No,Yes,Cable,18.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.65
Male,36,No,0,0,18,,Yes,12.5,Yes,Yes,DSL,5.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.0
Male,45,No,0,0,67,Offer A,Yes,9.05,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45
Female,61,Yes,3,9,54,,Yes,23.02,Yes,Yes,Cable,21.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.8
Female,57,Yes,0,10,69,Offer A,Yes,39.78,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.25
Female,43,Yes,0,2,10,,No,0.0,No,Yes,Cable,20.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55
Female,44,No,0,0,5,,Yes,24.61,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.5
Female,63,No,0,0,7,,Yes,25.17,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35
Male,58,No,1,0,54,,Yes,20.93,No,Yes,Fiber Optic,11.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.85
Female,59,Yes,0,1,12,,Yes,37.65,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8
Male,76,No,0,0,2,Offer E,Yes,12.96,No,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1
Male,40,No,0,0,1,,Yes,19.32,No,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.6
Male,26,Yes,2,5,29,Offer C,Yes,36.7,Yes,Yes,DSL,69.0,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,69.05
Female,43,Yes,2,0,37,,Yes,1.6,Yes,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25
Female,60,Yes,1,10,51,Offer B,Yes,14.54,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95
Female,35,Yes,1,3,71,Offer A,Yes,34.53,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,95.15
Female,69,Yes,0,1,51,,Yes,17.87,Yes,Yes,Fiber Optic,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.5
Female,38,Yes,0,1,63,Offer B,Yes,49.08,Yes,Yes,Cable,24.0,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,79.7
Female,59,Yes,0,1,58,Offer B,Yes,26.36,Yes,Yes,DSL,8.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,61.05
Female,24,Yes,0,4,26,,No,0.0,No,Yes,DSL,51.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.4
Female,29,Yes,1,9,32,Offer C,Yes,33.28,Yes,Yes,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45
Male,19,Yes,0,5,18,,Yes,1.28,Yes,Yes,DSL,30.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.8
Male,38,No,0,0,60,Offer B,No,0.0,No,Yes,DSL,25.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6
Male,71,No,0,0,48,,Yes,5.87,Yes,Yes,Fiber Optic,2.0,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99.0
Female,66,Yes,0,2,55,Offer B,Yes,42.82,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.45
Male,45,Yes,1,4,68,,Yes,34.13,No,Yes,DSL,25.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,72.95
Female,20,Yes,0,10,61,Offer B,Yes,20.09,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,24.4
Male,56,Yes,2,4,72,,Yes,27.88,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.4
Female,57,No,0,0,2,,Yes,48.34,Yes,Yes,Fiber Optic,28.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0
Female,21,Yes,0,2,53,Offer B,Yes,42.18,Yes,Yes,Fiber Optic,53.0,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,91.15
Female,33,No,1,0,12,,Yes,5.16,No,Yes,DSL,16.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.55
Female,24,No,0,0,1,Offer E,Yes,26.12,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5
Female,52,No,0,0,15,,Yes,40.97,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.05
Male,62,Yes,2,1,72,,Yes,28.37,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85
Female,71,Yes,0,5,46,,Yes,21.46,Yes,Yes,Fiber Optic,15.0,No,No,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,100.25
Female,41,No,0,0,40,Offer B,Yes,16.73,Yes,Yes,Fiber Optic,14.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.95
Male,71,Yes,0,0,27,Offer C,Yes,30.49,No,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.55
Male,53,Yes,0,0,58,,No,0.0,No,Yes,Cable,23.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,45.0
Female,79,No,0,0,26,,Yes,12.09,Yes,Yes,DSL,15.0,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,66.05
Female,31,No,0,0,37,,No,0.0,No,Yes,DSL,10.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,28.6
Female,49,No,0,0,37,,Yes,41.99,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8
Female,69,No,0,0,56,,Yes,46.67,Yes,Yes,Fiber Optic,18.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85
Male,35,Yes,0,7,33,Offer C,Yes,48.85,No,Yes,Cable,30.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75
Male,72,No,0,0,57,Offer B,Yes,9.1,Yes,Yes,DSL,16.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.75
Female,26,No,0,0,12,,Yes,32.32,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.3
Female,38,No,0,0,36,,Yes,46.92,Yes,Yes,DSL,5.0,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,55.8
Female,43,No,0,0,6,,Yes,2.6,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3
Female,49,No,0,0,13,,Yes,29.21,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95
Male,29,Yes,0,8,72,Offer A,Yes,10.68,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.4
Male,20,Yes,1,1,48,Offer B,Yes,38.3,No,Yes,DSL,85.0,No,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card,55.8
Male,43,No,0,0,52,Offer B,Yes,31.31,No,Yes,Fiber Optic,12.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,91.25
Female,47,Yes,0,1,33,,Yes,15.66,No,Yes,Fiber Optic,24.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.75
Female,20,Yes,2,8,5,,Yes,47.91,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85
Female,70,Yes,0,1,43,Offer B,No,0.0,No,Yes,DSL,21.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55
Male,60,No,0,0,31,,Yes,42.05,Yes,Yes,Fiber Optic,12.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.15
Female,44,Yes,0,1,71,Offer A,No,0.0,No,Yes,DSL,16.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,47.6
Male,58,Yes,0,8,49,Offer B,Yes,36.3,No,Yes,Fiber Optic,9.0,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,94.8
Male,33,No,0,0,3,Offer E,Yes,49.4,No,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.35
Male,25,Yes,1,8,66,Offer A,Yes,35.01,Yes,Yes,DSL,59.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.85
Female,43,No,0,0,7,Offer E,Yes,41.57,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35
Female,63,Yes,0,6,61,Offer B,Yes,18.03,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.3
Female,58,No,0,0,3,Offer E,Yes,29.51,No,Yes,Cable,17.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95
Male,61,Yes,0,9,51,,No,0.0,No,Yes,DSL,6.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30.05
Female,49,No,0,0,27,,Yes,35.17,Yes,Yes,Fiber Optic,24.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6
Female,42,Yes,3,4,51,,No,0.0,No,Yes,DSL,76.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.15
Female,59,Yes,3,7,56,,Yes,18.99,No,Yes,Cable,53.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3
Male,32,No,0,0,2,,Yes,19.87,No,Yes,DSL,19.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.45
Male,19,No,0,0,67,Offer A,Yes,37.32,Yes,Yes,DSL,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,88.8
Female,30,No,0,0,72,Offer A,Yes,35.24,Yes,Yes,Fiber Optic,42.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.75
Male,46,Yes,0,2,72,Offer A,Yes,47.82,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.55
Female,61,No,0,0,25,Offer C,Yes,19.75,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75
Male,59,No,0,0,48,,Yes,9.91,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.1
Female,34,Yes,1,4,71,Offer A,Yes,12.22,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9
Female,36,Yes,0,1,11,,Yes,7.89,Yes,Yes,Fiber Optic,10.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.0
Male,33,No,0,0,4,,Yes,21.03,No,Yes,DSL,3.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,55.3
Female,59,Yes,0,10,66,,Yes,37.38,Yes,Yes,Fiber Optic,8.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89.0
Male,32,Yes,0,2,17,Offer D,Yes,45.35,No,Yes,DSL,11.0,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,64.8
Male,62,No,0,0,30,,Yes,24.57,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.7
Female,34,Yes,0,3,47,Offer B,Yes,38.15,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5
Female,76,No,0,0,49,,Yes,24.84,Yes,Yes,Fiber Optic,14.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,101.55
Male,52,No,0,0,1,Offer E,Yes,14.17,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6
Female,76,Yes,0,6,1,,Yes,41.16,No,Yes,Fiber Optic,6.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,76.4
Female,53,Yes,3,8,55,Offer B,Yes,38.51,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21.0
Male,43,Yes,1,1,72,,Yes,15.94,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3
Female,64,Yes,0,1,55,,Yes,34.61,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.45
Female,32,Yes,2,6,62,Offer B,No,0.0,No,Yes,Cable,26.0,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,48.7
Female,64,No,0,0,1,Offer E,Yes,10.71,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25
Male,53,Yes,0,1,9,Offer E,No,0.0,No,Yes,DSL,15.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,24.1
Female,64,Yes,0,1,61,,Yes,10.94,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25
Male,56,No,0,0,13,Offer D,Yes,10.11,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75
Female,47,No,0,0,13,Offer D,No,0.0,No,Yes,DSL,27.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.15
Male,59,No,0,0,1,Offer E,Yes,7.99,Yes,Yes,Fiber Optic,30.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.3
Male,20,No,0,0,4,Offer E,Yes,18.28,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.65
Female,61,No,0,0,31,,Yes,25.57,No,Yes,DSL,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,79.2
Female,19,Yes,1,6,48,Offer B,Yes,44.66,No,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.7
Female,50,Yes,1,4,68,Offer A,Yes,47.91,Yes,Yes,DSL,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.05
Female,56,No,0,0,54,,Yes,46.74,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,111.1
Male,44,Yes,3,1,58,,Yes,40.57,Yes,Yes,DSL,25.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,71.6
Female,71,No,0,0,8,Offer E,Yes,42.93,No,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.1
Male,58,No,0,0,3,Offer E,Yes,15.6,No,Yes,Fiber Optic,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.0
Female,51,Yes,2,5,55,,Yes,20.1,Yes,Yes,Fiber Optic,19.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.1
Female,26,Yes,0,9,66,,Yes,24.27,No,Yes,Cable,59.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,58.2
Male,42,Yes,1,2,28,Offer C,No,0.0,No,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,50.8
Female,34,No,0,0,47,,Yes,44.69,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.55
Female,33,No,2,0,7,,No,0.0,No,Yes,Cable,19.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.8
Male,78,Yes,0,1,13,,Yes,36.57,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.45
Male,25,Yes,0,1,1,,Yes,43.67,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55
Female,47,No,0,0,48,,Yes,29.54,No,Yes,Fiber Optic,29.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,95.5
Female,51,No,0,0,1,,Yes,43.49,Yes,Yes,Cable,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95
Female,52,No,0,0,12,Offer D,Yes,34.73,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.15
Male,49,No,0,0,17,Offer D,Yes,34.98,No,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.95
Male,62,No,0,0,41,Offer B,Yes,45.22,No,Yes,Fiber Optic,15.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.55
Male,23,No,0,0,52,Offer B,Yes,29.16,Yes,Yes,Cable,73.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.75
Female,66,No,0,0,50,Offer B,Yes,10.6,Yes,Yes,Fiber Optic,14.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.8
Male,36,Yes,1,10,68,Offer A,Yes,34.62,Yes,Yes,Fiber Optic,18.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.05
Male,79,Yes,0,7,17,,Yes,46.44,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.8
Male,19,No,0,0,69,Offer A,Yes,42.49,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.1
Male,19,Yes,0,9,3,Offer E,Yes,14.1,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,23.6
Male,45,No,0,0,2,Offer E,Yes,46.84,No,Yes,DSL,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.35
Male,42,No,0,0,29,,Yes,46.12,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8
Female,36,Yes,0,1,15,,Yes,28.3,No,Yes,Cable,28.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3
Female,63,Yes,1,9,45,,Yes,47.48,Yes,Yes,Fiber Optic,20.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.15
Male,22,No,0,0,2,Offer E,Yes,40.43,Yes,Yes,Cable,27.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65
Female,34,Yes,0,10,26,,No,0.0,No,Yes,Cable,28.0,Yes,Yes,Yes,No,Yes,No,No,No,One Year,No,Bank Withdrawal,47.85
Male,39,Yes,0,9,72,,Yes,33.22,No,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65
Female,54,Yes,0,8,37,,Yes,15.51,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.85
Female,40,Yes,0,9,2,,Yes,22.23,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05
Female,23,No,1,0,10,Offer D,Yes,14.24,Yes,Yes,Cable,26.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,73.55
Female,51,Yes,1,8,24,,Yes,30.41,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7
Female,56,Yes,0,6,72,,No,0.0,No,Yes,DSL,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.5
Female,77,No,2,0,7,Offer E,Yes,26.95,No,Yes,Fiber Optic,18.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,76.45
Male,32,Yes,0,8,47,Offer B,Yes,39.52,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,78.9
Female,44,No,0,0,10,Offer D,Yes,45.56,No,Yes,DSL,17.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.2
Female,37,No,0,0,15,,Yes,24.63,No,Yes,Fiber Optic,13.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.9
Female,46,No,0,0,26,,No,0.0,No,Yes,Cable,29.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,44.45
Male,48,Yes,3,9,6,,Yes,38.5,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8
Male,35,Yes,3,1,13,Offer D,Yes,40.2,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.85
Male,56,No,0,0,5,,Yes,12.35,No,Yes,Fiber Optic,13.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.1
